value_0,value_1,value_2,result
250,792,403,false
773,95,835,false
614,365,686,false
297,600,149,false
549,13,672,false
223,na,75,false
774,734,390,false
747,440,244,false
184,na,822,false
607,696,835,false
317,647,222,false
878,827,926,true
593,693,191,false
989,na,567,false
na,476,492,false
10,392,866,false
na,320,268,false
510,927,713,false
507,813,791,false
574,298,794,false
666,202,138,false
57,664,290,false
724,580,222,false
132,815,832,false
587,254,189,false
84,881,484,false
209,879,319,false
na,832,890,true
174,576,851,false
449,292,315,false
638,909,196,false
307,931,624,false
266,39,962,false
615,567,421,false
887,918,649,false
871,417,842,false
286,726,197,false
48,552,15,false
408,365,395,false
826,na,144,false
778,325,392,false
988,354,610,false
727,44,414,false
916,213,846,false
776,374,833,false
599,905,125,false
706,479,195,false
706,923,na,false
257,822,813,false
439,774,na,false
356,606,671,false
na,846,98,false
719,975,597,false
110,807,907,false
399,78,na,false
na,851,809,true
95,na,67,false
114,791,989,false
171,863,na,false
287,860,607,false
928,346,468,false
613,992,729,false
595,593,na,false
937,752,na,true
884,497,632,false
290,494,299,false
357,400,93,false
995,700,na,false
697,326,67,false
559,480,na,false
958,344,932,false
126,980,297,false
246,316,65,false
na,704,139,false
67,717,3,false
607,467,899,false
523,259,359,false
686,na,962,true
800,213,743,false
68,671,389,false
844,49,717,false
165,303,889,false
697,914,202,false
120,18,201,false
904,129,250,false
na,739,21,false
na,162,81,false
536,113,89,false
739,993,366,false
960,372,682,false
957,247,611,false
258,733,72,false
302,988,471,false
872,212,208,false
na,200,102,false
933,978,598,false
na,155,211,false
230,295,737,false
605,na,550,false
54,8,680,false
171,506,797,false
535,614,666,false
261,na,772,false
891,946,407,false
954,415,231,false
na,20,860,false
996,729,930,true
569,252,324,false
517,672,593,false
259,953,358,false
915,531,783,false
116,759,197,false
11,514,787,false
242,356,984,false
997,706,55,false
765,121,393,false
167,320,692,false
543,808,741,false
54,995,738,false
754,870,642,false
380,228,629,false
997,904,352,false
554,230,936,false
975,839,192,false
832,984,758,true
506,70,671,false
999,968,na,false
352,187,na,false
327,761,753,false
932,479,362,false
34,19,579,false
372,657,667,false
na,688,576,false
502,77,861,false
802,331,482,false
234,852,568,false
497,698,29,false
269,526,495,false
586,21,400,false
918,381,687,false
458,893,772,false
434,na,840,false
510,647,791,false
418,59,897,false
972,974,890,true
949,619,377,false
529,642,492,false
545,222,84,false
589,229,866,false
986,843,303,false
716,635,674,false
989,508,618,false
60,795,619,false
360,571,110,false
819,686,760,true
660,630,4,false
988,na,741,false
940,700,643,false
235,920,266,false
863,371,na,false
448,476,318,false
99,648,295,false
489,99,105,false
927,na,871,false
881,470,237,false
764,509,451,false
na,321,143,false
625,436,694,false
25,346,325,false
585,137,700,false
141,556,na,false
230,441,256,false
347,161,na,false
254,94,na,false
918,615,654,false
798,na,571,false
869,841,59,false
91,955,232,false
900,64,115,false
544,3,346,false
342,736,805,false
983,506,956,false
986,758,338,false
279,638,na,false
491,28,296,false
314,816,32,false
33,199,527,false
815,473,866,false
885,689,552,false
765,780,313,false
621,377,986,false
na,296,640,false
859,103,408,false
593,325,678,false
825,952,na,true
904,192,98,false
362,687,573,false
298,968,na,false
395,613,85,false
486,818,330,false
na,680,72,false
870,694,137,false
525,909,329,false
na,161,361,false
107,380,514,false
259,402,918,false
955,94,218,false
695,571,30,false
697,749,979,true
457,991,590,false
145,649,729,false
326,147,193,false
778,826,722,true
119,965,846,false
566,782,404,false
301,584,861,false
663,505,979,false
366,na,154,false
860,624,549,false
57,769,513,false
72,378,727,false
300,143,541,false
162,385,555,false
757,na,663,false
749,777,457,false
338,16,57,false
403,984,na,false
761,292,na,false
182,961,311,false
714,927,43,false
141,870,na,false
450,815,453,false
284,841,942,false
84,22,62,false
592,898,555,false
125,78,643,false
104,623,957,false
714,591,676,false
na,154,184,false
995,938,147,false
292,228,812,false
669,107,na,false
43,na,564,false
927,431,77,false
721,318,746,false
507,346,403,false
484,989,15,false
537,461,na,false
80,988,316,false
565,269,221,false
586,734,488,false
960,357,992,false
159,46,458,false
310,207,224,false
131,653,597,false
571,589,84,false
935,839,61,false
620,540,748,false
781,896,295,false
831,634,501,false
929,921,558,false
29,513,202,false
215,99,922,false
514,na,701,false
473,728,797,false
667,894,486,false
82,511,775,false
673,na,511,false
718,820,na,false
311,894,195,false
73,845,11,false
388,363,544,false
36,543,46,false
124,607,26,false
na,274,245,false
240,400,665,false
575,393,438,false
483,483,423,false
200,372,918,false
151,344,26,false
363,602,334,false
943,675,247,false
462,611,706,false
110,652,376,false
233,39,352,false
538,782,271,false
785,680,254,false
123,59,991,false
785,819,149,false
106,824,880,false
592,607,530,false
940,23,201,false
479,331,209,false
303,327,78,false
666,644,346,false
626,na,873,false
452,495,51,false
215,441,487,false
387,705,728,false
308,952,54,false
506,407,549,false
44,422,na,false
984,472,871,false
na,154,329,false
391,262,731,false
286,480,6,false
684,781,na,false
318,792,804,false
404,480,374,false
518,569,355,false
217,na,997,false
na,246,196,false
na,41,783,false
377,88,139,false
694,na,608,false
131,na,840,false
508,830,483,false
na,121,113,false
413,na,10,false
765,979,507,false
779,107,na,false
124,110,679,false
697,797,896,true
357,597,894,false
580,50,880,false
na,646,614,false
788,938,108,false
918,817,957,true
482,488,867,false
31,316,304,false
989,802,444,false
811,984,673,true
962,366,na,false
13,360,887,false
218,740,849,false
190,285,293,false
437,62,912,false
841,331,863,false
811,254,382,false
414,264,756,false
352,193,263,false
733,547,967,false
153,49,906,false
178,na,868,false
870,840,961,true
624,903,816,false
885,227,424,false
370,57,404,false
677,946,na,true
68,947,909,false
281,545,553,false
396,949,117,false
123,249,795,false
141,282,na,false
448,441,675,false
472,981,821,false
208,260,361,false
634,338,830,false
970,495,663,false
546,718,na,false
536,935,646,false
429,456,29,false
6,238,577,false
49,187,260,false
826,468,658,false
627,55,932,false
104,282,63,false
713,925,324,false
213,769,149,false
383,611,744,false
376,641,587,false
625,397,380,false
450,479,116,false
316,428,816,false
728,141,634,false
586,395,995,false
629,597,573,false
476,492,593,false
na,974,76,false
326,718,284,false
869,na,701,false
978,926,706,true
63,164,508,false
829,597,646,false
844,584,816,false
na,595,250,false
301,394,899,false
443,96,531,false
56,832,68,false
278,876,581,false
377,283,196,false
na,986,179,false
157,217,679,false
179,744,965,false
27,647,822,false
182,397,272,false
778,646,914,false
544,435,20,false
876,913,275,false
na,684,61,false
na,885,877,true
na,52,440,false
820,78,207,false
na,501,741,false
116,753,740,false
106,108,688,false
39,31,702,false
128,na,952,false
598,354,160,false
540,205,na,false
912,304,101,false
677,989,594,false
61,644,690,false
17,337,15,false
350,183,629,false
468,246,306,false
891,na,932,true
479,531,482,false
79,na,622,false
791,na,51,false
752,81,369,false
891,152,84,false
na,20,853,false
684,875,683,true
154,53,273,false
409,na,881,false
733,951,897,true
61,685,690,false
199,863,na,false
731,163,293,false
871,503,439,false
182,131,391,false
520,284,291,false
709,65,395,false
na,226,407,false
81,368,631,false
277,394,400,false
198,850,463,false
611,na,391,false
774,927,741,true
794,483,326,false
938,915,16,false
741,885,na,true
6,583,na,false
817,980,na,false
957,584,626,false
741,26,986,false
309,945,158,false
541,748,831,false
935,440,146,false
344,134,824,false
975,932,952,true
439,579,287,false
634,469,962,false
27,632,na,false
84,647,na,false
504,405,195,false
710,924,831,true
488,686,759,false
992,786,613,false
853,84,269,false
914,962,540,false
155,345,693,false
712,na,811,false
607,992,846,false
550,131,506,false
na,960,704,false
930,47,na,false
604,302,506,false
266,993,374,false
134,367,na,false
979,957,57,false
686,833,25,false
27,421,215,false
6,388,na,false
220,977,15,false
461,385,77,false
565,60,757,false
697,337,126,false
657,83,na,false
116,230,na,false
611,20,511,false
189,954,711,false
na,49,303,false
393,25,308,false
59,na,775,false
121,570,344,false
666,392,351,false
331,143,709,false
120,397,827,false
256,696,845,false
293,18,852,false
280,779,325,false
800,632,424,false
55,922,654,false
802,626,295,false
450,na,752,false
250,694,580,false
73,105,381,false
992,40,740,false
702,253,787,false
515,876,850,false
966,709,na,false
na,81,81,false
102,445,394,false
803,775,810,true
961,na,545,false
331,368,485,false
793,497,83,false
808,596,202,false
536,669,544,false
316,566,na,false
24,865,349,false
181,615,65,false
425,597,816,false
na,945,879,false
377,na,243,false
889,647,422,false
107,247,180,false
136,340,152,false
166,410,831,false
545,na,573,false
414,341,261,false
419,595,274,false
21,312,882,false
380,109,823,false
438,195,427,false
762,559,215,false
815,235,737,false
945,167,449,false
778,271,798,false
617,190,153,false
450,776,781,false
546,461,na,false
377,149,199,false
752,277,824,false
503,na,833,false
265,249,80,false
7,na,207,false
745,590,280,false
328,645,386,false
135,655,816,false
501,27,127,false
792,675,na,true
517,443,na,false
863,923,524,false
861,11,100,false
294,488,203,false
825,3,390,false
717,860,497,false
25,819,288,false
394,518,82,false
na,787,911,false
40,154,469,false
839,273,922,false
727,449,588,false
657,na,256,false
625,318,912,false
547,235,882,false
238,na,620,false
678,253,266,false
741,590,360,false
170,966,216,false
992,945,610,false
86,456,395,false
595,482,na,false
825,51,962,false
7,627,359,false
230,315,528,false
39,613,103,false
754,317,890,false
892,916,16,false
7,296,282,false
43,201,908,false
866,na,106,false
579,920,615,false
840,761,na,false
937,828,na,false
340,224,593,false
754,155,619,false
841,637,879,false
922,874,286,false
485,759,290,false
772,503,286,false
661,69,486,false
597,483,711,false
708,296,725,false
608,377,144,false
897,126,370,false
910,541,720,false
867,956,98,false
536,119,592,false
839,794,986,true
737,na,892,false
123,493,398,false
876,na,794,false
677,212,911,false
893,115,500,false
na,349,373,false
706,560,756,false
751,980,831,true
518,900,618,false
610,208,162,false
256,945,699,false
289,169,731,false
132,941,316,false
na,1,891,false
6,926,991,false
794,na,386,false
na,305,108,false
365,429,25,false
550,861,32,false
992,596,41,false
675,3,214,false
318,949,436,false
792,232,102,false
970,960,425,false
na,530,655,false
957,387,345,false
460,648,637,false
na,165,689,false
153,918,24,false
311,747,271,false
na,256,836,false
568,379,965,false
277,526,868,false
549,297,547,false
42,96,765,false
na,854,436,false
59,620,130,false
624,191,na,false
34,620,613,false
764,926,537,false
na,910,375,false
na,273,433,false
564,556,337,false
na,58,950,false
537,492,518,false
194,974,714,false
308,na,335,false
791,895,308,false
960,916,112,false
950,261,388,false
119,221,899,false
120,393,na,false
206,na,423,false
222,509,784,false
184,935,379,false
607,95,597,false
233,856,979,false
283,580,537,false
18,na,183,false
790,457,na,false
240,714,675,false
398,218,na,false
573,469,343,false
248,617,558,false
715,94,151,false
853,656,967,true
515,37,730,false
na,305,417,false
812,608,518,false
125,219,645,false
681,260,547,false
60,228,744,false
983,28,827,false
658,918,na,true
645,531,985,false
325,554,559,false
73,269,100,false
336,946,76,false
754,427,871,false
36,649,831,false
326,114,196,false
na,651,501,false
856,181,429,false
216,328,784,false
294,617,778,false
858,361,307,false
567,502,73,false
149,886,na,false
254,na,465,false
347,na,411,false
770,420,386,false
333,542,205,false
692,346,13,false
336,258,882,false
591,338,704,false
963,107,314,false
69,434,na,false
912,na,284,false
626,848,513,false
590,934,355,false
171,710,792,false
62,978,873,false
954,624,910,false
620,na,597,false
965,324,770,false
137,435,183,false
776,553,242,false
967,na,302,false
984,991,568,false
934,619,727,false
879,950,112,false
221,798,879,false
468,910,298,false
329,773,na,false
326,779,745,false
722,238,107,false
609,387,863,false
840,548,60,false
157,682,486,false
878,527,145,false
263,317,705,false
313,609,268,false
992,472,865,false
381,908,642,false
827,994,85,false
957,804,na,false
502,171,646,false
999,743,589,false
30,na,253,false
264,na,28,false
838,716,75,false
278,559,na,false
750,683,173,false
463,432,811,false
580,75,446,false
929,226,404,false
892,117,774,false
280,200,875,false
858,242,360,false
476,144,910,false
271,886,348,false
3,75,779,false
na,656,353,false
734,956,286,false
537,176,585,false
828,788,381,false
na,751,160,false
64,404,980,false
155,76,395,false
495,916,494,false
na,945,490,false
250,719,422,false
na,562,80,false
618,521,352,false
555,na,722,false
606,141,794,false
96,627,777,false
403,139,630,false
945,992,na,true
85,259,232,false
101,564,772,false
247,486,526,false
958,787,106,false
934,na,482,false
762,204,337,false
248,513,9,false
206,562,na,false
758,200,475,false
na,626,432,false
46,537,890,false
283,867,345,false
405,409,716,false
695,887,6,false
600,903,557,false
415,303,76,false
772,580,580,false
532,40,798,false
na,886,135,false
14,528,691,false
220,265,422,false
123,na,127,false
278,205,898,false
180,68,631,false
523,614,na,false
661,na,947,false
na,886,102,false
271,na,831,false
537,486,322,false
788,300,770,false
380,893,615,false
na,93,344,false
262,150,na,false
33,932,933,false
106,734,225,false
293,789,511,false
838,431,395,false
452,510,679,false
934,537,476,false
705,204,737,false
179,8,827,false
439,62,na,false
4,915,884,false
858,911,216,false
246,231,na,false
138,646,402,false
37,148,157,false
486,59,664,false
37,581,645,false
632,602,822,false
505,559,114,false
342,771,na,false
708,812,729,true
751,573,702,false
228,na,512,false
na,928,707,true
51,612,240,false
328,935,468,false
497,583,568,false
518,47,411,false
228,359,426,false
829,703,142,false
642,758,406,false
235,na,771,false
497,609,na,false
382,24,275,false
731,713,831,true
159,898,353,false
979,467,882,false
48,878,389,false
661,102,668,false
172,201,221,false
956,668,155,false
265,81,41,false
271,711,497,false
318,455,139,false
543,974,713,false
773,436,655,false
95,951,na,false
869,635,441,false
420,741,43,false
272,224,235,false
208,168,421,false
na,94,144,false
710,473,321,false
547,25,89,false
859,40,935,false
413,996,954,false
990,554,850,false
754,664,108,false
744,556,834,false
255,677,na,false
na,384,422,false
478,892,432,false
544,657,333,false
622,615,899,false
720,137,477,false
573,963,116,false
319,142,752,false
723,575,433,false
182,794,194,false
563,768,173,false
26,658,89,false
762,897,535,false
na,364,829,false
605,681,na,false
520,189,425,false
375,71,367,false
189,406,700,false
876,377,815,false
100,22,891,false
na,752,707,false
20,262,58,false
120,227,na,false
438,852,882,false
311,295,851,false
988,190,529,false
181,135,515,false
77,387,752,false
744,756,160,false
264,205,654,false
394,662,709,false
957,na,744,false
902,766,384,false
665,882,237,false
795,681,2,false
275,940,339,false
441,613,352,false
92,86,9,false
736,108,4,false
776,947,245,false
189,540,568,false
776,na,262,false
82,234,41,false
343,815,966,false
389,152,407,false
966,19,94,false
481,419,171,false
208,784,770,false
216,165,889,false
852,654,na,false
28,557,924,false
na,270,487,false
61,545,139,false
283,98,478,false
138,821,na,false
796,727,675,true
678,893,762,true
138,718,988,false
534,398,7,false
665,35,64,false
737,na,527,false
809,839,483,false
352,118,na,false
117,569,980,false
68,357,267,false
654,504,414,false
804,725,263,false
176,385,na,false
631,57,101,false
na,241,10,false
334,na,744,false
251,266,894,false
39,741,929,false
940,480,125,false
530,na,983,false
263,166,735,false
459,598,443,false
na,765,480,false
343,547,416,false
276,na,780,false
54,867,273,false
840,540,436,false
64,655,na,false
753,724,311,false
937,798,413,false
na,408,507,false
854,978,931,true
364,316,839,false
306,na,812,false
817,na,808,false
811,377,749,false
434,357,354,false
796,245,140,false
606,371,989,false
674,221,76,false
239,315,751,false
67,472,427,false
336,286,746,false
625,794,841,false
984,422,197,false
173,501,na,false
761,na,685,false
802,225,416,false
788,612,859,false
624,185,221,false
221,815,260,false
957,289,na,false
904,73,na,false
700,561,865,false
501,627,73,false
919,747,45,false
616,110,940,false
420,560,169,false
801,856,597,false
450,827,604,false
563,668,207,false
288,593,717,false
778,857,910,true
879,89,782,false
365,45,195,false
827,404,803,false
571,709,na,false
430,801,na,false
78,837,414,false
na,259,639,false
581,na,226,false
182,na,888,false
189,454,777,false
907,7,510,false
534,413,443,false
52,198,410,false
419,152,861,false
646,745,114,false
331,562,556,false
393,760,826,false
103,102,985,false
767,346,317,false
569,922,293,false
236,139,347,false
951,na,523,false
8,43,845,false
428,793,710,false
246,427,928,false
751,742,na,false
714,143,977,false
725,108,246,false
84,507,561,false
137,681,281,false
na,286,373,false
861,46,728,false
970,764,na,false
846,814,618,false
955,611,833,false
566,507,80,false
815,295,491,false
275,257,540,false
589,436,1,false
190,728,460,false
na,180,443,false
296,64,265,false
703,na,767,false
252,874,690,false
na,48,729,false
372,357,218,false
531,819,370,false
514,749,89,false
826,914,185,false
130,77,45,false
159,945,373,false
17,201,333,false
85,477,976,false
531,393,605,false
779,176,379,false
657,847,775,true
426,580,790,false
186,796,na,false
91,821,513,false
863,155,881,false
862,547,531,false
na,991,983,true
927,211,471,false
922,264,672,false
371,178,679,false
55,174,476,false
353,475,618,false
120,811,205,false
47,307,169,false
na,534,616,false
464,240,na,false
519,628,723,false
91,84,732,false
426,648,735,false
235,886,680,false
40,776,264,false
857,364,na,false
18,679,927,false
488,991,573,false
569,635,na,false
466,446,na,false
874,470,680,false
83,394,na,false
182,607,24,false
na,832,67,false
485,865,299,false
na,831,351,false
255,439,na,false
na,661,416,false
728,503,468,false
558,338,52,false
137,83,na,false
570,672,na,false
na,171,512,false
555,516,24,false
271,741,780,false
564,534,515,false
219,484,705,false
659,567,694,false
941,191,965,false
537,744,915,false
598,412,50,false
182,228,341,false
367,762,558,false
342,118,859,false
607,595,407,false
599,982,717,false
410,410,784,false
648,na,701,false
700,na,202,false
56,279,651,false
731,476,164,false
954,161,750,false
202,159,608,false
981,845,773,true
104,670,622,false
na,634,854,false
343,361,559,false
965,813,307,false
995,379,26,false
337,na,248,false
18,na,377,false
725,440,554,false
86,427,908,false
200,359,559,false
74,na,198,false
117,425,629,false
806,10,36,false
402,na,305,false
597,na,541,false
804,512,na,false
771,204,na,false
790,153,738,false
186,539,527,false
771,617,145,false
239,723,985,false
525,152,na,false
898,812,232,false
439,72,347,false
788,970,616,false
760,531,450,false
147,214,337,false
49,491,514,false
263,670,na,false
591,373,407,false
na,481,575,false
99,104,274,false
298,832,464,false
177,921,335,false
970,119,na,false
562,516,124,false
na,805,745,false
438,210,975,false
264,558,358,false
546,303,167,false
101,889,64,false
na,319,66,false
717,853,519,false
183,744,744,false
na,721,899,false
391,974,756,false
833,555,785,false
778,884,866,true
548,811,247,false
982,832,557,false
988,348,na,false
737,804,na,true
351,840,548,false
888,734,457,false
281,176,560,false
932,180,682,false
45,696,450,false
76,176,689,false
379,541,536,false
352,641,889,false
911,na,994,false
na,688,797,false
596,na,278,false
681,125,671,false
214,673,133,false
52,144,55,false
73,486,81,false
185,508,654,false
925,759,769,true
195,601,798,false
278,342,478,false
613,452,89,false
na,775,902,true
921,na,962,true
567,396,605,false
108,na,226,false
470,550,872,false
31,294,5,false
503,833,na,false
161,932,768,false
996,507,911,false
906,651,839,true
705,487,757,false
829,604,5,false
595,425,799,false
348,42,134,false
383,497,139,false
863,425,702,false
924,792,164,false
845,665,412,false
267,987,507,false
888,162,255,false
406,984,9,false
773,967,27,false
740,na,113,false
685,989,149,false
414,786,830,false
970,818,83,false
261,619,300,false
792,300,822,false
na,789,196,false
796,na,620,false
225,594,490,false
505,799,na,false
340,na,102,false
856,561,511,false
817,na,905,false
392,19,157,false
60,9,643,false
23,105,430,false
260,415,562,false
802,800,295,false
140,895,123,false
842,944,251,false
84,431,746,false
151,940,180,false
872,909,748,true
438,559,810,false
252,227,688,false
620,329,867,false
863,684,143,false
584,730,387,false
416,37,332,false
812,467,502,false
540,983,173,false
949,985,353,false
925,825,767,true
414,523,604,false
195,359,908,false
na,57,481,false
176,792,244,false
468,438,335,false
977,936,825,true
419,799,935,false
173,273,785,false
833,156,na,false
806,57,39,false
721,452,na,false
693,na,205,false
345,224,369,false
362,695,896,false
609,58,571,false
958,640,na,false
155,681,821,false
247,757,na,false
182,191,767,false
992,710,299,false
30,432,na,false
323,483,438,false
651,780,43,false
548,443,171,false
676,62,87,false
447,858,886,false
599,9,80,false
520,797,534,false
198,96,435,false
260,526,259,false
890,290,na,false
677,426,889,false
630,na,286,false
384,786,562,false
na,476,343,false
815,172,11,false
720,598,46,false
872,253,478,false
665,567,382,false
270,875,na,false
664,250,618,false
na,617,165,false
14,151,860,false
446,117,743,false
230,644,98,false
395,888,503,false
447,453,540,false
701,870,308,false
na,847,581,false
833,217,987,false
754,956,908,true
783,508,248,false
311,527,176,false
148,334,308,false
na,926,231,false
903,633,437,false
30,na,597,false
976,358,987,false
na,60,876,false
335,556,na,false
322,120,na,false
970,423,468,false
648,650,7,false
192,866,6,false
687,314,449,false
484,472,648,false
670,312,369,false
28,740,391,false
859,317,278,false
746,200,587,false
305,832,369,false
736,na,654,false
540,556,na,false
275,849,114,false
443,na,92,false
565,226,735,false
758,na,662,false
232,869,629,false
754,183,na,false
515,442,859,false
90,274,560,false
63,514,247,false
328,na,100,false
676,813,na,true
925,728,309,false
259,145,841,false
182,na,251,false
696,969,473,false
na,581,393,false
56,620,59,false
779,867,139,false
98,259,653,false
486,780,156,false
37,823,364,false
279,33,484,false
288,652,253,false
893,533,806,false
93,232,366,false
893,159,869,false
744,522,126,false
266,320,na,false
195,105,589,false
706,327,664,false
304,763,513,false
249,699,76,false
669,842,114,false
645,493,582,false
115,613,552,false
606,234,379,false
na,977,121,false
578,494,794,false
552,65,761,false
861,735,994,true
426,602,542,false
8,31,887,false
806,845,788,true
559,697,813,false
na,391,824,false
442,950,806,false
149,734,na,false
803,482,122,false
28,422,610,false
na,482,379,false
na,200,90,false
143,707,239,false
323,530,na,false
511,668,na,false
328,154,na,false
593,na,623,false
323,195,910,false
912,968,317,false
477,34,423,false
664,336,0,false
na,77,784,false
879,933,835,true
637,88,29,false
766,465,274,false
333,768,120,false
344,777,572,false
855,707,483,false
113,525,293,false
na,517,875,false
55,81,46,false
806,807,833,true
874,153,285,false
574,na,529,false
na,846,286,false
763,825,598,false
861,91,825,false
78,780,160,false
na,741,439,false
287,992,202,false
431,na,824,false
721,75,na,false
706,na,276,false
498,395,765,false
0,34,686,false
631,795,62,false
479,56,143,false
389,871,165,false
18,763,na,false
284,612,799,false
517,657,707,false
na,992,343,false
220,na,302,false
885,318,35,false
666,567,na,false
662,378,18,false
410,na,723,false
na,939,515,false
868,812,629,false
846,532,833,false
681,949,na,false
753,819,493,false
483,891,na,false
883,818,474,false
986,364,480,false
655,na,902,false
930,200,935,false
na,588,502,false
na,370,980,false
846,307,na,false
na,513,598,false
922,132,878,false
610,993,396,false
664,335,391,false
439,854,261,false
590,214,714,false
304,766,536,false
210,8,718,false
594,251,327,false
847,204,954,false
179,754,na,false
885,473,461,false
na,470,705,false
35,390,347,false
na,686,552,false
na,17,565,false
630,899,17,false
34,701,750,false
285,160,711,false
710,766,940,true
502,384,290,false
608,433,527,false
172,na,956,false
303,764,32,false
21,169,280,false
942,62,346,false
67,622,224,false
308,99,732,false
351,483,na,false
773,922,218,false
na,429,626,false
84,149,374,false
121,na,424,false
338,129,651,false
111,745,0,false
na,695,90,false
778,601,473,false
101,598,576,false
357,183,109,false
258,105,125,false
456,951,na,false
168,516,28,false
687,106,617,false
236,283,na,false
453,507,291,false
422,69,na,false
207,181,520,false
217,729,616,false
53,4,466,false
465,na,931,false
83,539,922,false
914,53,120,false
864,na,698,true
648,925,na,false
936,649,784,false
730,13,na,false
986,215,217,false
685,895,772,true
230,na,572,false
823,989,961,true
55,64,900,false
298,na,238,false
992,291,232,false
838,581,276,false
500,151,400,false
484,260,294,false
523,263,198,false
950,294,252,false
872,728,111,false
936,80,346,false
895,646,603,false
904,192,985,false
272,18,459,false
893,831,124,false
51,na,602,false
310,925,160,false
174,213,na,false
876,127,427,false
546,715,55,false
640,881,883,false
548,48,181,false
827,685,875,true
na,369,76,false
184,365,784,false
374,160,438,false
13,87,289,false
775,134,73,false
940,30,123,false
369,862,277,false
781,764,820,true
569,674,260,false
268,243,723,false
8,724,650,false
132,967,625,false
415,811,662,false
486,56,90,false
266,22,192,false
505,805,403,false
823,582,483,false
736,209,747,false
637,40,762,false
505,336,na,false
88,692,612,false
403,664,578,false
647,65,7,false
815,525,494,false
950,na,658,true
148,487,50,false
248,267,472,false
139,212,956,false
741,843,533,false
105,790,520,false
819,635,99,false
352,527,789,false
811,15,20,false
433,846,802,false
131,358,244,false
46,330,640,false
760,423,419,false
328,970,317,false
314,36,42,false
895,499,69,false
333,578,451,false
512,441,337,false
500,983,962,false
374,259,na,false
890,32,964,false
755,75,608,false
583,556,927,false
780,na,999,false
90,na,427,false
na,897,228,false
791,844,498,false
61,755,583,false
na,21,814,false
14,174,844,false
638,908,307,false
na,710,121,false
236,na,174,false
650,471,698,false
352,945,227,false
852,401,348,false
538,na,8,false
826,na,315,false
977,307,192,false
na,584,593,false
302,890,897,false
605,na,549,false
68,na,267,false
na,950,897,true
777,284,516,false
726,916,na,false
716,117,741,false
267,599,809,false
302,949,253,false
941,593,562,false
607,na,501,false
66,582,281,false
833,343,na,false
131,18,507,false
576,583,949,false
682,944,88,false
54,454,446,false
79,749,662,false
81,114,459,false
344,163,108,false
203,na,612,false
249,na,402,false
657,534,882,false
110,550,899,false
319,109,343,false
935,349,950,false
343,183,866,false
107,816,478,false
900,535,280,false
657,842,783,true
155,896,107,false
292,722,616,false
74,475,790,false
909,31,537,false
875,31,552,false
na,850,19,false
na,814,271,false
396,192,270,false
106,456,494,false
18,219,348,false
784,256,589,false
85,337,na,false
915,53,315,false
830,524,903,false
486,653,179,false
711,183,503,false
16,360,917,false
342,768,180,false
561,113,568,false
635,505,127,false
724,46,599,false
780,166,290,false
528,839,163,false
29,513,211,false
75,886,348,false
656,203,711,false
630,447,648,false
766,948,271,false
331,814,114,false
676,103,429,false
465,669,948,false
111,497,983,false
798,605,292,false
199,969,907,false
315,369,na,false
711,na,982,false
144,736,898,false
388,14,na,false
290,768,611,false
546,997,504,false
46,318,989,false
349,230,709,false
651,na,445,false
242,161,413,false
3,757,122,false
287,986,na,false
635,618,na,false
95,434,26,false
880,609,545,false
900,546,832,false
53,676,434,false
157,309,754,false
836,580,92,false
341,na,159,false
602,86,793,false
850,926,914,true
224,217,8,false
547,777,972,false
469,856,220,false
131,108,198,false
136,648,571,false
758,614,635,false
290,553,969,false
323,598,818,false
207,682,752,false
321,54,638,false
267,432,999,false
779,452,167,false
142,207,533,false
958,na,875,false
975,20,na,false
673,na,656,false
439,768,829,false
902,615,85,false
488,714,390,false
198,80,709,false
247,794,757,false
909,577,na,false
933,787,275,false
656,654,558,false
141,na,967,false
na,107,364,false
567,237,443,false
13,104,157,false
737,710,623,false
na,530,95,false
788,235,929,false
377,747,31,false
na,73,866,false
779,112,374,false
338,188,196,false
523,161,415,false
152,136,551,false
138,337,502,false
324,589,425,false
695,154,967,false
na,896,143,false
337,338,575,false
886,162,613,false
na,766,92,false
387,872,328,false
624,634,305,false
862,332,940,false
930,755,874,true
761,947,902,true
807,426,665,false
955,666,906,true
na,754,110,false
478,976,848,false
410,197,912,false
406,190,752,false
43,483,971,false
460,73,na,false
31,634,84,false
3,72,na,false
147,959,833,false
862,407,415,false
726,276,102,false
722,804,257,false
na,262,611,false
322,797,171,false
847,228,55,false
813,95,844,false
856,478,335,false
597,230,737,false
60,161,683,false
na,714,880,true
734,na,499,false
311,809,938,false
226,1,99,false
49,999,252,false
na,379,657,false
na,646,185,false
244,817,12,false
596,495,24,false
487,142,585,false
432,6,121,false
870,na,417,false
850,136,594,false
71,384,582,false
827,78,698,false
659,324,71,false
492,796,850,false
90,603,972,false
927,159,863,false
851,527,835,false
na,662,65,false
507,647,na,false
na,451,611,false
339,687,871,false
695,78,250,false
821,744,225,false
406,480,910,false
243,10,187,false
662,na,132,false
782,574,871,false
510,na,855,false
452,394,224,false
314,897,660,false
562,442,330,false
na,7,384,false
504,61,na,false
537,na,486,false
183,972,754,false
380,944,135,false
203,391,24,false
658,870,699,true
na,211,330,false
432,80,na,false
376,460,377,false
849,322,515,false
887,992,100,false
739,144,149,false
42,864,923,false
530,984,na,false
775,330,662,false
263,575,128,false
73,290,635,false
198,261,691,false
459,308,507,false
871,375,751,false
405,na,697,false
729,887,584,false
575,390,205,false
250,733,34,false
613,712,601,false
402,38,485,false
