value1,value2,value3,result
3,30,64,false
97,1,25,false
98,59,19,false
18,38,9,false
40,42,8,false
93,25,5,false
46,59,48,false
92,27,63,false
10,63,10,false
59,28,51,false
57,17,55,false
74,86,5,false
72,61,30,false
98,65,3,false
60,95,41,false
76,2,92,false
59,7,4,false
31,74,82,false
71,50,71,false
17,4,15,false
73,34,93,false
44,37,48,false
45,80,25,false
65,5,95,false
5,18,48,false
29,34,15,false
27,7,33,false
89,22,52,false
40,98,42,false
69,49,6,false
23,17,39,false
63,71,83,false
55,46,15,false
81,89,33,false
9,1,12,false
62,65,50,false
52,82,92,false
2,50,78,false
3,15,20,false
29,48,37,false
94,22,90,false
19,33,76,false
38,35,79,false
62,44,13,false
91,62,72,true
15,57,54,false
81,0,9,false
94,67,78,false
23,91,59,false
69,52,99,false
26,39,35,false
56,70,42,false
89,6,89,false
81,9,95,false
2,94,6,false
38,29,82,false
83,85,1,false
56,31,73,false
76,14,16,false
65,0,65,false
86,17,77,false
62,13,76,false
57,96,4,false
26,63,8,false
65,17,47,false
83,3,3,false
23,8,58,false
17,92,22,false
47,31,56,false
3,32,91,false
64,71,34,false
36,54,30,false
33,93,77,false
32,97,16,false
69,10,89,false
88,39,39,false
42,98,77,true
86,95,58,true
54,97,29,false
92,9,97,false
84,42,26,false
4,74,12,false
5,50,86,false
58,91,83,true
19,13,86,false
32,66,80,false
52,59,77,false
43,13,87,false
75,44,30,false
88,9,64,false
15,97,62,false
38,9,76,false
67,48,68,false
40,33,27,false
99,60,50,false
92,29,96,false
4,20,66,false
62,48,13,false
4,13,70,false
42,21,3,false
13,36,73,false
43,27,57,false
29,28,70,false
19,88,71,false
40,4,5,false
80,60,57,false
78,73,6,false
10,30,31,false
75,12,79,false
96,55,34,false
35,46,48,false
97,10,77,false
76,10,9,false
58,74,39,false
41,83,26,false
75,61,64,false
43,96,14,false
33,11,75,false
47,52,70,false
41,22,86,false
31,52,63,false
25,57,50,false
74,64,37,false
88,3,58,false
66,39,42,false
13,86,83,false
9,43,71,false
20,88,61,false
18,2,40,false
40,51,22,false
84,93,27,false
94,68,28,false
68,15,67,false
24,11,93,false
44,51,84,false
69,21,62,false
95,0,45,false
9,82,22,false
69,19,52,false
59,34,31,false
24,61,5,false
56,91,36,false
39,28,24,false
35,72,1,false
90,99,12,false
54,93,7,false
42,44,57,false
2,25,28,false
9,30,72,false
80,80,86,true
33,51,50,false
3,85,58,false
13,52,76,false
33,47,4,false
45,84,76,false
93,58,42,false
34,62,75,false
0,81,66,false
16,7,96,false
28,40,12,false
70,52,60,false
33,2,88,false
73,13,36,false
72,71,30,false
31,28,35,false
75,88,3,false
15,36,37,false
97,94,22,true
27,55,96,false
51,15,91,false
84,47,4,false
76,35,86,false
51,95,71,false
55,43,92,false
18,4,80,false
35,59,78,false
19,96,67,false
30,25,50,false
65,13,5,false
31,66,89,false
0,46,14,false
30,24,53,false
99,61,5,false
70,62,74,false
93,46,50,false
99,54,64,false
33,13,21,false
96,91,10,false
28,58,41,false
79,37,9,false
92,36,31,false
68,63,89,false
56,79,14,false
93,79,64,false
21,16,91,false
76,63,7,false
72,70,23,false
87,1,44,false
24,79,6,false
61,46,23,false
49,77,72,false
56,97,11,false
55,99,46,false
46,20,82,false
69,45,80,false
20,38,26,false
18,88,19,false
50,3,38,false
80,79,63,false
12,87,33,false
18,27,4,false
31,59,55,false
10,96,67,false
25,17,90,false
86,57,8,false
40,30,41,false
28,51,33,false
3,16,85,false
44,11,23,false
31,7,68,false
20,70,4,false
55,54,33,false
67,62,77,false
91,23,87,false
4,9,24,false
88,64,0,false
30,84,22,false
4,39,35,false
93,20,20,false
80,81,85,true
60,0,8,false
58,79,46,false
2,71,31,false
64,32,67,false
13,67,33,false
60,82,59,false
38,25,68,false
30,68,7,false
97,84,81,true
40,32,33,false
43,86,84,false
65,1,45,false
58,60,75,false
60,8,33,false
98,47,22,false
34,23,68,false
25,58,87,false
72,76,91,false
79,60,63,false
47,58,51,false
91,36,52,false
2,29,22,false
31,19,48,false
75,48,18,false
2,20,15,false
48,6,30,false
56,19,28,false
57,26,35,false
2,43,30,false
41,68,22,false
91,97,24,true
86,90,73,true
86,61,55,false
47,45,87,false
38,12,30,false
67,36,65,false
89,61,44,false
79,55,37,false
12,49,76,false
93,34,28,false
40,76,33,false
54,63,74,false
80,56,44,false
63,36,47,false
67,64,61,false
90,92,32,true
63,4,8,false
64,47,46,false
35,58,72,false
71,49,76,false
86,62,39,false
97,89,92,true
31,31,7,false
85,13,23,false
50,16,55,false
22,29,33,false
98,90,48,true
39,11,54,false
66,46,24,false
67,58,89,false
63,63,53,false
58,78,6,false
77,39,38,false
68,3,20,false
66,55,25,false
37,53,97,false
29,95,33,false
30,18,97,false
62,58,59,false
93,42,3,false
53,11,50,false
45,46,36,false
19,11,4,false
65,80,62,false
65,51,49,false
70,57,15,false
13,1,61,false
34,16,1,false
16,39,47,false
70,74,58,false
74,81,94,true
14,77,92,false
89,46,82,false
14,72,66,false
19,71,27,false
39,12,20,false
39,82,69,false
6,9,99,false
92,53,92,true
55,16,27,false
70,80,12,false
28,17,5,false
40,50,98,false
26,40,88,false
24,25,12,false
25,94,53,false
57,81,8,false
84,55,86,false
3,69,41,false
20,13,3,false
79,85,55,false
67,41,79,false
94,90,7,false
8,96,62,false
73,83,82,false
19,36,48,false
58,90,87,true
54,42,34,false
98,0,58,false
59,35,44,false
61,40,39,false
94,19,7,false
10,83,93,false
49,61,49,false
26,43,35,false
43,47,23,false
98,40,13,false
13,85,9,false
14,1,65,false
87,51,30,false
22,32,66,false
14,82,89,false
84,29,53,false
89,44,52,false
76,61,3,false
53,24,51,false
52,69,18,false
13,89,91,false
58,15,66,false
81,0,26,false
96,61,23,false
88,34,77,false
49,65,27,false
68,32,39,false
25,13,92,false
66,83,50,false
93,88,80,true
26,4,1,false
17,24,35,false
55,88,32,false
70,43,80,false
89,54,55,false
86,93,20,false
1,6,36,false
13,98,71,false
47,77,13,false
39,74,98,true
6,62,29,false
30,46,41,false
69,66,62,false
95,20,4,false
25,57,90,false
95,87,82,true
19,41,98,false
6,97,30,false
29,60,24,false
33,98,52,false
47,0,47,false
89,29,6,false
68,73,80,false
47,71,41,false
60,60,66,false
81,78,24,false
64,60,66,false
46,34,64,false
95,97,87,true
5,54,42,false
5,56,38,false
21,31,34,false
40,94,1,false
84,5,19,false
62,46,11,false
17,40,77,false
33,41,74,false
12,11,24,false
51,14,53,false
38,56,98,false
52,20,52,false
33,79,2,false
52,23,77,false
73,32,45,false
32,22,69,false
69,74,19,false
94,51,60,false
78,35,97,false
80,69,62,true
47,41,3,false
49,12,63,false
57,70,97,false
0,13,32,false
49,83,91,true
8,29,77,false
60,71,52,false
35,7,79,false
76,6,1,false
48,58,67,false
7,76,8,false
50,61,65,false
26,62,93,false
89,87,98,true
29,49,22,false
25,32,46,false
60,95,21,false
84,31,69,false
57,48,66,false
24,3,54,false
88,65,6,false
85,95,16,false
84,99,76,true
51,67,52,false
21,54,32,false
10,88,57,false
87,11,12,false
62,86,4,false
10,1,79,false
70,9,6,false
17,99,91,false
87,3,62,false
48,67,47,false
21,26,71,false
42,5,22,false
43,1,96,false
33,38,30,false
2,59,27,false
25,73,83,false
87,93,36,true
45,79,66,false
96,23,1,false
81,27,64,false
60,34,45,false
36,40,28,false
50,0,29,false
98,38,59,false
84,93,11,false
0,68,83,false
31,15,91,false
82,46,43,false
65,16,70,false
35,11,41,false
24,6,42,false
59,84,36,false
47,50,65,false
46,95,73,false
49,36,39,false
98,28,79,false
91,36,17,false
40,36,4,false
79,80,69,true
57,6,90,false
63,62,26,false
67,53,40,false
96,73,39,false
3,24,72,false
43,57,91,false
45,42,16,false
40,49,70,false
16,14,22,false
87,63,15,false
16,79,50,false
74,49,68,false
79,71,51,false
88,56,87,false
61,83,79,false
71,57,88,false
49,59,1,false
53,60,42,false
27,16,20,false
59,19,58,false
70,30,59,false
52,47,33,false
61,27,18,false
60,7,43,false
89,5,88,false
49,2,90,false
69,37,29,false
30,85,66,false
87,89,96,true
35,37,43,false
46,3,31,false
5,48,17,false
52,41,12,false
15,10,96,false
13,97,96,false
73,95,83,true
77,8,0,false
15,37,96,false
53,0,66,false
10,92,93,false
15,56,58,false
10,17,75,false
6,55,23,false
6,65,90,false
29,4,49,false
5,67,60,false
32,53,51,false
79,54,81,true
1,76,25,false
6,34,33,false
16,95,62,false
38,92,96,false
93,74,85,true
53,78,96,false
91,23,56,false
24,49,92,false
92,29,82,false
99,2,88,false
50,18,91,false
90,19,57,false
19,31,3,false
43,45,29,false
36,45,22,false
72,81,82,true
99,71,79,true
12,28,40,false
42,51,26,false
55,43,19,false
88,34,39,false
67,51,86,false
45,30,73,false
45,39,56,false
64,26,78,false
19,49,98,false
50,45,78,false
10,28,11,false
44,70,15,false
31,91,49,false
85,74,12,false
50,39,4,false
64,87,65,true
83,40,44,false
38,96,96,true
74,17,45,false
4,59,27,false
6,67,56,false
18,34,25,false
68,55,27,false
71,49,48,false
93,23,63,false
82,10,72,false
5,94,51,false
34,27,82,false
32,93,49,false
10,69,79,false
84,30,85,false
12,15,52,false
25,58,66,false
67,23,7,false
50,28,35,false
78,56,32,false
54,28,33,false
87,70,15,false
14,17,96,false
56,22,85,false
75,67,49,false
33,8,11,false
64,12,78,false
10,68,87,false
35,30,43,false
60,33,45,false
14,11,93,false
75,72,53,false
46,33,4,false
29,74,92,false
8,39,2,false
93,34,73,false
59,83,23,false
0,78,75,false
66,6,92,false
39,39,80,false
34,75,66,false
51,86,86,false
47,30,7,false
85,80,31,false
16,11,86,false
22,31,30,false
85,50,86,true
95,79,31,false
86,48,50,false
19,50,51,false
83,64,96,false
63,28,56,false
32,27,63,false
22,88,11,false
87,77,87,true
96,40,88,false
54,37,46,false
1,16,32,false
5,30,42,false
9,91,72,false
27,11,28,false
3,67,96,false
31,52,55,false
64,49,14,false
93,98,35,true
51,43,57,false
78,63,20,false
80,6,73,false
22,49,27,false
64,53,40,false
38,32,14,false
67,44,5,false
11,81,29,false
57,9,24,false
74,36,60,false
62,43,69,false
56,48,5,false
77,51,79,false
90,92,64,false
20,8,97,false
82,97,19,false
36,25,94,false
87,58,83,false
5,0,71,false
91,34,96,true
66,11,80,false
6,92,72,false
71,65,77,false
79,19,9,false
78,33,52,false
65,22,52,false
40,24,79,false
40,57,33,false
86,7,90,false
66,48,30,false
37,82,92,false
29,5,51,false
63,40,36,false
77,29,53,false
20,9,34,false
46,7,53,false
0,9,78,false
45,23,65,false
94,35,52,false
60,62,88,false
13,55,23,false
42,18,46,false
91,53,61,false
6,65,35,false
22,33,81,false
88,21,34,false
60,23,64,false
54,86,97,false
83,0,0,false
46,95,30,false
47,62,21,false
77,89,99,true
36,3,67,false
90,49,4,false
44,42,44,false
1,40,81,false
82,60,1,false
4,43,58,false
98,2,99,false
89,17,93,false
15,31,61,false
37,17,28,false
93,59,52,false
32,89,74,false
59,92,74,false
13,51,97,false
11,20,34,false
37,68,27,false
14,81,10,false
36,62,58,false
41,3,35,false
54,21,92,false
43,39,33,false
17,71,78,false
40,73,62,false
59,86,1,false
80,86,74,true
6,32,73,false
21,18,12,false
42,47,40,false
63,8,62,false
31,92,9,false
58,3,48,false
61,65,96,false
99,44,67,false
99,38,67,false
39,94,36,false
27,85,84,false
7,85,97,false
10,28,56,false
58,51,13,false
11,79,14,false
70,5,8,false
29,21,14,false
92,3,88,false
55,81,28,false
0,99,47,false
35,35,37,false
17,95,29,false
93,23,7,false
96,58,85,false
43,30,97,false
59,11,78,false
64,63,74,false
38,33,37,false
56,65,7,false
48,79,58,false
82,14,50,false
54,86,13,false
70,78,88,false
18,96,78,false
55,9,58,false
66,69,78,false
31,57,64,false
16,84,77,false
8,57,97,false
98,76,80,true
39,4,22,false
18,68,89,false
54,70,97,true
25,35,6,false
47,19,15,false
64,15,16,false
8,41,49,false
71,60,24,false
50,75,60,false
95,41,8,false
53,67,67,false
6,86,55,false
8,6,50,false
6,86,14,false
11,19,23,false
90,81,62,false
52,81,97,true
92,74,25,false
0,35,89,false
32,98,70,false
13,85,57,false
88,33,27,false
11,92,99,false
85,72,12,false
39,70,2,false
60,29,1,false
32,31,8,false
1,50,13,false
46,0,75,false
49,33,54,false
65,66,16,false
21,18,46,false
28,11,83,false
2,99,52,false
30,25,35,false
59,69,11,false
33,20,83,false
89,24,40,false
52,80,76,false
12,92,56,false
47,51,9,false
84,34,0,false
20,44,31,false
21,51,87,false
92,59,74,false
64,2,56,false
13,14,32,false
54,37,18,false
37,38,36,false
4,6,66,false
14,12,17,false
31,52,16,false
5,81,71,false
13,19,25,false
91,84,53,false
18,42,46,false
67,4,16,false
7,54,44,false
21,17,25,false
29,58,69,false
25,52,55,false
82,56,11,false
68,33,8,false
3,59,95,false
11,98,1,false
58,50,11,false
76,13,26,false
55,67,32,false
85,6,6,false
37,70,83,false
22,6,73,false
90,13,55,false
58,19,67,false
31,14,68,false
28,35,67,false
76,6,59,false
52,6,39,false
62,84,70,false
89,1,87,false
0,67,82,false
86,56,28,false
15,79,77,false
96,41,58,false
73,11,33,false
29,4,56,false
21,69,98,false
79,22,82,false
62,8,42,false
14,13,70,false
46,34,44,false
12,68,83,false
88,31,50,false
95,80,49,true
39,34,74,false
79,23,61,false
30,3,50,false
43,83,3,false
84,70,97,true
84,29,15,false
99,38,15,false
38,60,30,false
49,78,88,false
96,46,54,false
6,90,99,false
39,72,77,false
92,13,23,false
18,24,42,false
12,16,90,false
83,21,41,false
34,37,95,false
40,69,83,false
2,15,19,false
26,28,8,false
58,67,23,false
15,50,23,false
6,64,96,false
21,50,53,false
16,32,64,false
50,35,83,false
3,29,51,false
8,48,87,false
81,69,26,false
67,93,2,false
91,16,76,false
59,6,23,false
60,61,35,false
84,42,10,false
72,27,5,false
66,19,9,false
84,53,32,false
57,84,30,false
54,24,27,false
90,86,5,false
45,71,91,false
43,5,36,false
14,20,34,false
54,86,57,false
93,11,81,false
52,54,75,false
33,10,18,false
57,13,13,false
66,14,80,false
97,55,13,false
76,63,67,false
13,97,14,false
53,20,33,false
44,78,96,false
26,38,18,false
40,4,75,false
40,62,40,false
12,75,86,false
5,34,81,false
2,87,80,false
0,54,66,false
60,85,23,false
45,11,5,false
33,38,46,false
6,55,20,false
52,49,47,false
80,11,96,false
35,24,83,false
15,34,69,false
22,89,84,false
49,7,45,false
13,63,82,false
30,83,59,false
16,33,71,false
86,60,69,false
82,25,10,false
92,62,56,false
39,83,42,false
38,1,75,false
78,12,21,false
35,69,59,false
93,17,69,false
95,97,65,false
46,63,93,false
7,28,82,false
44,17,1,false
17,3,3,false
44,29,78,false
75,37,82,false
92,71,19,false
94,46,33,false
4,33,65,false
66,88,93,false
65,67,35,false
93,29,48,false
24,78,20,false
16,73,41,false
29,14,93,false
10,68,14,false
70,79,34,false
99,28,34,false
51,21,38,false
48,47,16,false
68,81,62,true
25,97,77,false
67,87,90,false
43,1,53,false
69,20,7,false
85,71,46,false
0,53,64,false
49,90,81,true
1,48,18,false
13,92,18,false
17,24,1,false
76,2,36,false
69,52,68,false
81,8,40,false
90,96,76,true
15,25,4,false
95,97,97,true
25,47,22,false
82,52,15,false
48,9,15,false
40,53,31,false
52,57,2,false
42,37,9,false
75,38,98,false
97,52,54,false
5,14,67,false
9,67,1,false
35,63,30,false
41,43,71,false
26,24,27,false
99,95,45,true
51,7,90,false
95,41,17,false
28,75,23,false
6,33,27,false
76,11,36,false
17,26,79,false
89,55,38,false
67,20,81,false
23,96,0,false
51,72,73,false
25,48,88,false
74,99,35,false
79,36,6,false
26,59,31,false
15,38,2,false
38,89,50,false
83,70,52,false
4,41,18,false
11,7,55,false
76,89,50,true
97,51,85,false
71,45,58,false
64,20,51,false
40,77,74,false
47,61,91,false
9,68,1,false
77,25,59,false
11,93,67,false
74,0,73,false
71,25,39,false
31,37,89,false
84,79,92,true
57,58,0,false
87,12,75,false
99,55,73,true
24,26,42,false
9,14,23,false
16,76,37,false
18,64,70,false
60,83,11,false
7,17,23,false
84,85,22,false
36,42,73,false
53,95,4,false
21,80,67,false
14,23,64,false
52,87,3,false
63,89,97,false
30,90,31,false
78,89,52,true
92,34,29,false
13,35,70,false
6,44,88,false
67,6,22,false
22,4,84,false
65,81,88,true
10,18,96,false
92,21,74,false
18,43,42,false
68,59,93,true
74,48,2,false
33,92,52,false
45,22,23,false
6,1,89,false
89,50,59,false
53,18,3,false
51,89,1,false
41,17,94,false
9,28,81,false
10,66,93,false
15,6,80,false
0,24,20,false
17,24,78,false
58,12,35,false
87,40,26,false
70,53,36,false
22,98,10,false
77,94,16,false
3,97,8,false
23,83,9,false
71,84,65,true
58,31,72,false
46,71,21,false
65,87,10,false
73,95,43,false
89,70,86,true
40,93,4,false
66,14,39,false
60,33,90,false
8,6,25,false
48,87,97,true
64,76,90,true
30,59,33,false
13,53,50,false
21,6,62,false
5,98,14,false
96,97,90,true
48,97,17,false
53,83,47,false
39,49,68,false
93,30,66,false
80,47,92,false
51,90,78,false
53,5,11,false
94,25,52,false
15,89,0,false
50,22,12,false
67,34,51,false
47,97,88,true
89,44,6,false
61,88,71,false
7,30,10,false
66,50,5,false
46,47,68,false
70,88,68,false
79,40,27,false
20,96,67,false
86,47,16,false
38,76,13,false
14,14,31,false
64,91,18,false
38,96,88,false
7,59,28,false
61,58,60,false
60,62,86,false
7,20,51,false
82,66,97,false
48,77,34,false
6,51,23,false
0,59,46,false
55,79,8,false
82,61,36,false
4,81,25,false
98,93,24,true
76,1,41,false
42,8,32,false
85,39,61,false
93,9,35,false
69,83,95,false
10,1,48,false
32,75,39,false
33,62,5,false
75,41,80,false
36,10,64,false
74,80,15,false
8,63,32,false
43,27,97,false
55,9,25,false
68,96,11,false
57,43,3,false
32,58,48,false
19,51,75,false
7,81,29,false
68,3,36,false
79,9,97,false
55,27,98,false
97,27,12,false
1,43,81,false
21,40,47,false
43,36,34,false
6,32,37,false
49,46,87,false
63,90,76,true
9,16,24,false
32,49,0,false
45,91,85,false
64,76,20,false
6,63,17,false
30,26,48,false
94,16,84,false
0,81,67,false
96,74,59,true
2,81,79,false
71,70,72,true
88,29,30,false
25,32,25,false
2,35,89,false
78,94,31,false
71,60,37,false
42,35,61,false
66,32,15,false
83,83,94,true
95,39,55,false
48,85,1,false
72,71,96,false
97,20,18,false
67,76,56,false
29,94,36,false
88,2,34,false
75,2,26,false
67,19,91,false
36,88,63,false
77,67,82,true
1,77,22,false
58,41,50,false
97,82,56,true
3,86,66,false
31,52,72,false
3,28,95,false
6,29,91,false
21,92,77,false
79,92,56,true
92,13,55,false
95,7,97,false
51,73,32,false
5,79,13,false
29,41,16,false
19,91,65,false
66,88,84,true
82,62,44,false
34,76,79,false
32,22,19,false
31,8,73,false
78,13,17,false
17,91,57,false
56,66,71,false
20,94,2,false
81,9,41,false
82,47,12,false
88,44,15,false
58,84,80,true
24,91,15,false
45,9,61,false
91,50,51,false
85,86,41,false
85,17,3,false
15,7,10,false
67,36,66,false
65,30,50,false
97,52,37,false
13,91,22,false
58,28,47,false
78,36,47,false
22,45,93,false
73,35,21,false
7,48,83,false
74,65,53,false
44,92,13,false
70,24,15,false
23,10,82,false
95,67,91,false
17,87,92,false
7,88,60,false
49,97,47,false
60,26,16,false
5,46,64,false
82,15,54,false
80,51,24,false
12,42,49,false
61,89,11,false
72,57,26,false
79,63,22,false
97,33,41,false
76,68,24,false
63,12,45,false
62,83,25,false
28,83,70,false
15,55,89,false
95,51,55,false
40,15,72,false
45,45,85,false
79,88,3,false
58,23,99,false
26,43,29,false
56,0,57,false
6,38,27,false
30,99,88,true
30,37,62,false
48,32,99,false
33,65,1,false
9,77,38,false
8,11,90,false
53,52,43,false
45,15,4,false
84,88,11,false
26,56,21,false
13,38,96,false
61,91,7,false
39,48,27,false
6,62,17,false
22,18,80,false
39,73,65,false
23,24,83,false
45,5,79,false
83,29,24,false
1,52,51,false
57,40,78,false
86,56,36,false
55,72,15,false
3,12,62,false
45,76,63,false
1,57,77,false
83,93,48,true
14,45,99,false
17,58,49,false
22,75,98,false
96,23,65,false
65,98,43,false
16,59,63,false
24,25,7,false
70,87,37,false
44,29,65,false
81,15,94,false
53,53,94,false
75,13,43,false
89,24,2,false
41,47,73,false
5,87,35,false
2,48,6,false
37,30,79,false
72,54,69,false
9,13,69,false
39,75,69,false
33,58,15,false
81,28,16,false
69,41,87,false
78,23,79,false
81,77,31,false
1,78,11,false
36,33,6,false
58,18,34,false
84,92,91,true
55,42,43,false
94,80,14,false
61,70,49,false
77,16,60,false
87,76,75,false
34,34,73,false
46,57,2,false
8,63,54,false
25,11,27,false
53,2,45,false
88,48,91,true
4,41,61,false
33,5,64,false
60,15,27,false
45,81,64,false
3,10,76,false
53,48,62,false
33,13,4,false
8,24,37,false
36,39,42,false
83,21,63,false
15,92,88,false
18,22,40,false
37,39,0,false
48,21,59,false
49,76,81,false
10,28,1,false
15,51,50,false
47,72,32,false
34,95,71,false
66,12,86,false
46,81,44,false
85,55,98,false
89,34,57,false
5,41,66,false
45,73,96,false
79,26,29,false
2,54,86,false
81,6,49,false
47,2,31,false
52,59,18,false
66,30,24,false
48,71,53,false
8,65,59,false
38,98,84,true
51,56,66,false
11,64,38,false
60,33,30,false
7,83,83,false
52,26,54,false
24,48,15,false
64,6,45,false
33,53,26,false
58,49,7,false
13,0,41,false
74,77,42,false
58,44,66,false
9,48,95,false
20,99,49,false
49,47,9,false
40,99,67,false
93,29,63,false
30,38,77,false
39,98,87,false
35,16,64,false
96,62,27,false
12,92,62,false
79,80,47,false
70,67,49,false
3,28,74,false
75,98,48,false
29,16,0,false
89,98,65,false
12,69,83,false
74,97,7,false
25,76,14,false
1,30,62,false
98,70,67,true
1,63,79,false
53,39,11,false
18,58,55,false
99,87,0,false
41,96,41,false
1,70,34,false
90,74,2,false
15,96,57,false
56,18,52,false
90,30,42,false
62,76,7,false
2,75,88,false
26,79,3,false
53,38,16,false
79,22,4,false
34,94,21,false
10,2,12,false
92,57,72,true
8,5,86,false
75,34,1,false
36,90,70,false
42,90,64,false
3,54,9,false
38,59,9,false
91,65,33,false
45,89,78,false
7,3,41,false
65,18,5,false
51,27,32,false
37,89,50,false
47,23,26,false
93,36,30,false
54,98,1,false
46,34,56,false
90,64,68,false
18,19,88,false
21,15,30,false
57,24,97,false
39,97,66,false
95,11,47,false
89,49,41,false
43,42,1,false
62,65,78,false
34,42,76,false
28,71,13,false
26,4,73,false
8,96,64,false
96,40,88,true
99,98,83,true
71,76,8,false
22,51,6,false
19,48,86,false
15,51,29,false
50,26,48,false
39,91,22,false
63,34,20,false
41,37,28,false
76,19,88,false
10,94,35,false
81,77,5,false
72,73,72,true
66,60,30,false
95,72,39,false
86,7,71,false
58,4,24,false
73,67,68,false
85,22,6,false
45,92,4,false
18,99,32,false
81,1,86,false
88,43,84,true
14,30,46,false
1,2,18,false
23,53,84,false
83,57,34,false
77,80,83,true
16,19,89,false
59,54,43,false
58,94,67,false
42,21,62,false
79,17,71,false
37,7,80,false
58,12,90,false
67,8,28,false
34,89,60,false
6,28,49,false
37,22,83,false
49,67,76,false
74,67,28,false
6,80,17,false
75,50,68,false
49,1,40,false
38,18,16,false
60,57,59,false
1,80,28,false
62,97,79,true
66,28,50,false
8,98,27,false
98,38,93,true
17,90,10,false
72,78,53,false
48,38,74,false
38,12,87,false
0,82,12,false
94,81,26,false
44,20,26,false
12,72,77,false
56,87,76,false
14,49,61,false
23,42,94,false
13,91,5,false
83,42,94,true
21,40,64,false
68,93,92,false
63,43,73,false
58,83,87,false
35,10,80,false
66,16,97,false
64,68,54,false
20,82,88,false
31,70,16,false
50,15,94,false
32,15,76,false
2,53,53,false
96,25,23,false
16,16,28,false
24,63,7,false
28,43,88,false
45,72,73,false
51,62,31,false
29,73,51,false
58,54,74,false
35,80,86,false
44,39,98,false
27,99,0,false
58,31,3,false
23,87,44,false
21,87,40,false
19,47,19,false
55,56,70,false
59,24,76,false
69,81,91,false
75,95,9,false
86,37,37,false
54,44,37,false
80,72,68,false
83,42,18,false
17,30,12,false
45,73,43,false
31,69,6,false
48,62,19,false
21,90,86,false
8,77,13,false
78,39,12,false
6,16,55,false
76,14,79,false
78,35,8,false
49,83,83,false
10,99,45,false
40,32,27,false
27,71,15,false
33,85,46,false
28,58,85,false
84,26,39,false
98,21,17,false
65,51,46,false
90,64,98,false
24,32,94,false
99,69,29,false
82,64,27,false
34,32,6,false
66,38,32,false
57,33,54,false
40,46,64,false
37,78,45,false
81,49,71,false
11,16,5,false
18,50,78,false
56,9,93,false
98,81,90,true
32,40,26,false
37,36,0,false
66,34,43,false
86,41,31,false
62,96,70,true
32,27,72,false
36,16,28,false
80,88,68,false
68,98,56,false
53,92,98,false
74,18,66,false
64,94,96,false
38,13,17,false
99,47,13,false
70,34,90,false
11,85,55,false
58,36,42,false
35,18,50,false
41,33,45,false
13,14,42,false
86,23,21,false
56,26,14,false
69,80,72,false
79,75,95,true
4,4,73,false
27,46,67,false
61,62,22,false
46,97,61,false
86,32,13,false
32,75,1,false
4,94,37,false
89,12,46,false
8,91,18,false
28,57,63,false
45,20,38,false
47,95,91,true
0,47,7,false
16,15,99,false
68,18,94,false
2,64,3,false
46,23,55,false
85,91,36,true
63,65,57,false
86,47,97,false
18,44,40,false
80,86,44,false
8,28,58,false
86,7,33,false
87,80,42,false
71,68,68,false
14,58,93,false
56,83,90,false
78,63,83,true
61,14,8,false
57,58,89,false
23,88,59,false
19,96,87,false
45,76,31,false
10,83,1,false
45,14,87,false
65,39,36,false
56,0,5,false
44,86,57,false
58,10,5,false
13,1,68,false
99,95,49,false
37,78,94,false
47,81,37,false
88,44,89,false
53,74,3,false
11,35,8,false
73,75,6,false
97,47,42,false
43,31,78,false
25,47,28,false
91,39,30,false
18,22,57,false
53,25,25,false
25,45,41,false
60,83,54,false
88,7,33,false
36,49,94,false
79,46,71,false
37,55,9,false
21,37,44,false
67,18,92,false
92,61,6,false
29,80,91,false
67,43,90,false
16,78,20,false
53,10,15,false
81,48,56,false
20,89,14,false
43,42,63,false
56,46,66,false
70,82,22,false
78,21,15,false
86,24,88,false
11,40,60,false
26,15,29,false
7,60,35,false
56,1,18,false
73,75,19,false
57,71,17,false
62,77,27,false
64,72,2,false
6,19,44,false
62,98,0,false
66,26,90,false
69,13,7,false
4,12,80,false
23,95,17,false
68,17,95,false
60,4,38,false
61,33,56,false
70,88,29,false
48,19,82,false
6,53,21,false
21,42,26,false
7,53,77,false
28,78,27,false
49,32,55,false
64,91,59,true
11,49,52,false
60,78,34,false
83,87,80,true
79,70,11,false
9,92,23,false
84,35,10,false
20,99,64,false
24,47,86,false
89,44,0,false
20,50,58,false
38,8,85,false
68,62,35,false
89,97,63,false
24,15,4,false
9,72,23,false
56,5,88,false
61,10,22,false
27,47,63,false
38,52,1,false
81,52,72,false
89,41,14,false
60,16,98,false
45,0,73,false
61,44,8,false
60,89,38,false
96,12,38,false
12,56,74,false
19,34,25,false
27,49,59,false
7,88,3,false
16,44,96,false
32,58,38,false
80,76,24,false
89,0,15,false
11,96,15,false
90,77,18,false
67,67,73,false
85,7,46,false
42,59,2,false
3,64,81,false
85,0,31,false
33,93,36,false
82,79,7,false
76,20,56,false
45,17,51,false
16,37,67,false
90,43,98,true
77,58,15,false
33,0,36,false
97,60,92,false
84,2,38,false
67,6,35,false
44,71,38,false
94,39,21,false
20,36,90,false
12,43,46,false
0,73,85,false
0,29,27,false
9,39,81,false
48,20,45,false
17,39,80,false
23,11,90,false
99,86,80,true
96,92,67,false
89,66,21,false
57,59,55,false
86,29,5,false
69,45,77,false
49,44,96,false
67,98,60,true
28,5,10,false
62,45,93,false
9,48,74,false
13,85,37,false
50,34,57,false
55,24,51,false
6,28,55,false
